"unigram","BigramTM","freq"
"i","even",14
"i","figured",14
"i","put",14
"if","a",14
"if","this",14
"if","your",14
"impossible","to",14
"in","addition",14
"in","any",14
"in","place",14
"is","and",14
"is","back",14
"is","getting",14
"is","great",14
"is","making",14
"is","our",14
"is","too",14
"it","at",14
"it","did",14
"it","had",14
"it","really",14
"it","too",14
"its","going",14
"just","dont",14
"just","one",14
"keep","your",14
"kinds","of",14
"know","its",14
"know","who",14
"leave","the",14
"let","the",14
"let","them",14
"like","me",14
"looked","like",14
"love","me",14
"makes","you",14
"me","for",14
"me","what",14
"miss","the",14
"my","face",14
"myself","and",14
"near","the",14
"never","been",14
"no","i",14
"not","as",14
"not","gonna",14
"nothing","but",14
"now","is",14
"now","on",14
"of","its",14
"off","and",14
"on","what",14
"one","is",14
"one","to",14
"only","have",14
"other","people",14
"our","own",14
"pay","attention",14
"pretty","good",14
"r","u",14
"reason","to",14
"said","it",14
"say","it",14
"seems","like",14
"should","i",14
"show","up",14
"sign","up",14
"so","this",14
"so","when",14
"someone","else",14
"started","to",14
"still","in",14
"sure","if",14
"talked","about",14
"that","all",14
"that","had",14
"that","in",14
"that","ive",14
"the","author",14
"the","better",14
"the","black",14
"the","hospital",14
"the","kitchen",14
"the","media",14
"the","opportunity",14
"the","person",14
"the","planet",14
"the","school",14
"the","white",14
"them","all",14
"them","i",14
"there","i",14
"they","did",14
"they","get",14
"think","you",14
"this","i",14
"this","world",14
"thought","it",14
"thought","that",14
"thought","the",14
"to","each",14
"to","everyone",14
"to","hit",14
"to","join",14
"to","mention",14
"to","move",14
"to","reach",14
"to","turn",14
"to","vote",14
"took","the",14
"turned","out",14
"tweet","me",14
"until","i",14
"us","know",14
"very","well",14
"wake","up",14
"was","no",14
"was","one",14
"was","still",14
"was","very",14
"water","and",14
"we","just",14
"were","all",14
"when","your",14
"where","he",14
"where","we",14
"why","do",14
"will","do",14
"will","go",14
"with","no",14
"wonder","if",14
"wont","be",14
"year","old",14
"you","look",14
"you","really",14
"you","say",14
"you","take",14
"a","bitch",13
"a","drink",13
"a","gift",13
"a","high",13
"a","hot",13
"a","local",13
"a","picture",13
"a","series",13
"a","short",13
"a","smile",13
"again","and",13
"am","a",13
"and","can",13
"and","dont",13
"and","put",13
"and","said",13
"and","still",13
"appear","to",13
"are","many",13
"as","in",13
"as","of",13
"aware","of",13
"back","into",13
"be","seen",13
"be","with",13
"because","you",13
"began","to",13
"best","of",13
"birthday","to",13
"book","and",13
"bottom","of",13
"but","also",13
"but","is",13
"but","now",13
"call","it",13
"called","the",13
"can","still",13
"come","in",13
"coming","out",13
"day","for",13
"did","the",13
"didnt","want",13
"do","for",13
"doing","it",13
"dont","care",13
"everything","is",13
"family","and",13
"feels","like",13
"few","weeks",13
"for","hours",13
"for","sharing",13
"for","sure",13
"from","her",13
"from","you",13
"get","better",13
"give","them",13
"given","the",13
"good","job",13
"great","time",13
"hang","out",13
"hate","to",13
"have","come",13
"have","had",13
"have","their",13
"help","me",13
"her","and",13
"her","i",13
"heres","the",13
"him","for",13
"him","in",13
"his","wife",13
"home","from",13
"house","and",13
"how","about",13
"how","did",13
"how","we",13
"i","aint",13
"i","bet",13
"i","gotta",13
"i","loved",13
"i","make",13
"i","wrote",13
"if","not",13
"im","getting",13
"in","london",13
"in","seattle",13
"in","these",13
"is","nothing",13
"is","such",13
"isnt","the",13
"it","again",13
"it","came",13
"it","feels",13
"it","if",13
"it","still",13
"its","good",13
"its","my",13
"its","own",13
"its","so",13
"just","saying",13
"just","so",13
"knew","that",13
"know","me",13
"let","it",13
"lets","get",13
"long","day",13
"looked","at",13
"love","my",13
"love","of",13
"managed","to",13
"me","out",13
"me","when",13
"my","blog",13
"my","car",13
"my","dream",13
"my","twitter",13
"not","being",13
"not","really",13
"now","its",13
"of","not",13
"on","here",13
"on","them",13
"other","than",13
"over","to",13
"people","and",13
"people","have",13
"picture","of",13
"pictures","of",13
"s","and",13
"saying","that",13
"see","that",13
"seen","the",13
"series","of",13
"share","with",13
"some","other",13
"something","i",13
"sorry","for",13
"spread","the",13
"stay","tuned",13
"take","me",13
"take","your",13
"taking","a",13
"that","his",13
"that","just",13
"that","way",13
"the","biggest",13
"the","corner",13
"the","event",13
"the","face",13
"the","job",13
"the","law",13
"the","least",13
"the","life",13
"the","light",13
"the","nd",13
"the","process",13
"the","red",13
"the","site",13
"the","third",13
"them","so",13
"there","for",13
"they","need",13
"they","say",13
"they","should",13
"things","in",13
"think","it",13
"this","day",13
"time","but",13
"to","wear",13
"today","and",13
"tomorrow","is",13
"took","a",13
"was","really",13
"we","hope",13
"we","live",13
"wearing","a",13
"week","is",13
"were","just",13
"were","not",13
"what","happens",13
"what","im",13
"when","its",13
"which","are",13
"which","the",13
"who","were",13
"will","find",13
"working","with",13
"world","of",13
"you","been",13
"you","did",13
"you","find",13
"you","make",13
"you","not",13
"you","please",13
"your","friends",13
"your","home",13
"your","mind",13
"youre","a",13
"youre","welcome",13
"a","black",12
"a","business",12
"a","child",12
"a","dream",12
"a","game",12
"a","half",12
"a","life",12
"a","minute",12
"a","night",12
"a","pair",12
"a","perfect",12
"a","reason",12
"a","result",12
"a","song",12
"a","story",12
"ago","i",12
"ahead","of",12
"all","things",12
"all","those",12
"always","have",12
"am","so",12
"among","the",12
"and","after",12
"and","at",12
"and","good",12
"and","new",12
"and","start",12
"and","thanks",12
"are","some",12
"are","to",12
"as","good",12
"as","soon",12
"ask","for",12
"at","our",12
"at","school",12
"at","your",12
"attempt","to",12
"awkward","moment",12
"be","back",12
"be","your",12
"been","so",12
"best","to",12
"but","one",12
"but","only",12
"but","she",12
"can","also",12
"can","have",12
"cant","be",12
"city","of",12
"coming","soon",12
"cost","of",12
"could","do",12
"cup","of",12
"day","off",12
"desire","to",12
"did","they",12
"do","and",12
"do","u",12
"does","the",12
"dont","worry",12
"excited","for",12
"far","as",12
"feeling","like",12
"few","hours",12
"few","years",12
"first","day",12
"followed","by",12
"forget","to",12
"from","this",12
"fucked","up",12
"get","that",12
"get","this",12
"go","follow",12
"go","into",12
"good","one",12
"got","my",12
"grew","up",12
"had","some",12
"happy","hour",12
"has","come",12
"has","made",12
"hate","when",12
"have","your",12
"heart","and",12
"her","to",12
"history","of",12
"hit","me",12
"hope","everyone",12
"how","is",12
"how","it",12
"how","was",12
"i","ask",12
"i","hadnt",12
"i","keep",12
"i","realized",12
"i","try",12
"i","were",12
"if","only",12
"im","here",12
"im","off",12
"im","ready",12
"in","case",12
"in","south",12
"in","those",12
"into","your",12
"invited","to",12
"is","actually",12
"is","another",12
"is","better",12
"is","of",12
"isnt","it",12
"it","may",12
"it","must",12
"it","should",12
"its","an",12
"just","for",12
"just","made",12
"like","he",12
"little","more",12
"live","and",12
"lived","in",12
"living","room",12
"lol","i",12
"look","for",12
"made","my",12
"makes","it",12
"making","the",12
"maybe","its",12
"me","from",12
"me","or",12
"me","please",12
"me","why",12
"mean","that",12
"meant","to",12
"member","of",12
"my","brother",12
"my","love",12
"name","is",12
"need","you",12
"night","and",12
"not","so",12
"of","christ",12
"of","money",12
"on","sunday",12
"once","a",12
"only","thing",12
"out","here",12
"pair","of",12
"picked","up",12
"play","the",12
"put","up",12
"really","good",12
"really","really",12
"remember","the",12
"saw","that",12
"say","im",12
"see","in",12
"she","will",12
"shows","that",12
"so","hard",12
"something","you",12
"soon","as",12
"sorry","i",12
"still","a",12
"sure","i",12
"sure","you",12
"take","care",12
"talking","to",12
"tell","us",12
"text","me",12
"thats","all",12
"the","beautiful",12
"the","current",12
"the","dog",12
"the","economy",12
"the","evening",12
"the","hard",12
"the","left",12
"the","local",12
"the","main",12
"the","nation",12
"the","ones",12
"the","oven",12
"the","president",12
"the","previous",12
"the","stage",12
"the","start",12
"the","weather",12
"these","people",12
"they","might",12
"thing","is",12
"think","we",12
"this","and",12
"this","weeks",12
"those","of",12
"though","it",12
"thought","you",12
"time","at",12
"time","on",12
"to","call",12
"to","catch",12
"to","close",12
"to","drink",12
"to","enter",12
"to","hang",12
"to","new",12
"to","others",12
"to","set",12
"to","worry",12
"told","you",12
"tonight","i",12
"too","i",12
"turn","out",12
"type","of",12
"types","of",12
"u","dont",12
"up","all",12
"up","from",12
"up","some",12
"up","until",12
"us","for",12
"use","a",12
"want","you",12
"way","through",12
"we","see",12
"what","about",12
"where","it",12
"who","can",12
"who","had",12
"who","i",12
"why","does",12
"why","it",12
"win","a",12
"woke","up",12
"wonder","what",12
"worth","it",12
"would","never",12
"write","a",12
"years","of",12
"you","follow",12
"you","from",12
"you","love",12
"you","never",12
"you","you",12
"youre","in",12
"a","family",11
"a","fantastic",11
"a","group",11
"a","house",11
"a","much",11
"a","really",11
"a","white",11
"about","our",11
"agree","with",11
"also","have",11
"also","the",11
"always","been",11
"am","and",11
"am","now",11
"an","interesting",11
"and","enjoy",11
"and","here",11
"and","ill",11
"and","ive",11
"and","only",11
"and","over",11
"and","watch",11
"and","were",11
"and","would",11
"answer","to",11
"appreciate","the",11
"are","being",11
"are","no",11
"as","far",11
"as","its",11
"as","possible",11
"as","to",11
"at","any",11
"at","first",11
"at","one",11
"at","you",11
"back","at",11
"be","as",11
"be","one",11
"beautiful","day",11
"being","in",11
"being","on",11
"both","the",11
"but","with",11
"came","out",11
"can","help",11
"can","say",11
"catch","up",11
"change","the",11
"come","true",11
"compared","to",11
"congratulations","to",11
"copy","of",11
"couldnt","be",11
"day","is",11
"day","with",11
"days","and",11
"days","i",11
"days","of",11
"despite","the",11
"did","a",11
"do","they",11
"do","we",11
"doing","this",11
"during","a",11
"ended","up",11
"episode","of",11
"even","a",11
"everything","that",11
"expect","to",11
"feel","free",11
"feel","so",11
"few","months",11
"find","that",11
"first","place",11
"focused","on",11
"for","everyone",11
"for","good",11
"for","myself",11
"for","people",11
"for","school",11
"for","someone",11
"for","something",11
"found","a",11
"from","an",11
"give","the",11
"give","us",11
"god","and",11
"god","is",11
"good","at",11
"guess","what",11
"happen","to",11
"happy","new",11
"has","always",11
"has","not",11
"have","just",11
"head","i",11
"hear","the",11
"heard","that",11
"heart","of",11
"history","and",11
"i","bought",11
"i","call",11
"i","first",11
"i","forgot",11
"i","looked",11
"i","lost",11
"i","met",11
"i","suppose",11
"i","use",11
"i","walked",11
"ice","cream",11
"id","say",11
"im","doing",11
"in","march",11
"in","ny",11
"in","such",11
"including","the",11
"is","gonna",11
"is","how",11
"is","well",11
"is","wrong",11
"it","also",11
"it","didnt",11
"it","down",11
"it","it",11
"it","its",11
"it","makes",11
"it","off",11
"it","right",11
"it","sounds",11
"itll","be",11
"its","way",11
"just","because",11
"just","finished",11
"just","have",11
"just","that",11
"know","when",11
"know","where",11
"last","few",11
"lead","to",11
"like","an",11
"lol","im",11
"lost","the",11
"loves","you",11
"me","as",11
"me","some",11
"men","and",11
"mom","and",11
"money","and",11
"money","on",11
"more","i",11
"more","time",11
"much","for",11
"much","like",11
"my","ass",11
"my","sister",11
"my","work",11
"need","some",11
"never","be",11
"never","have",11
"not","been",11
"not","for",11
"not","like",11
"not","yet",11
"now","a",11
"of","art",11
"of","him",11
"of","some",11
"of","such",11
"of","water",11
"of","which",11
"of","work",11
"off","in",11
"oh","and",11
"oh","yeah",11
"on","thursday",11
"on","you",11
"on","youtube",11
"one","and",11
"one","who",11
"or","at",11
"or","is",11
"or","just",11
"out","all",11
"over","again",11
"people","dont",11
"people","i",11
"people","on",11
"people","that",11
"person","i",11
"really","need",11
"reason","i",11
"regardless","of",11
"responsible","for",11
"result","of",11
"right","in",11
"right","there",11
"said","that",11
"see","him",11
"see","me",11
"show","the",11
"similar","to",11
"some","sort",11
"some","things",11
"something","about",11
"starts","with",11
"still","be",11
"story","of",11
"such","an",11
"support","the",11
"tend","to",11
"thank","god",11
"thankful","for",11
"that","make",11
"that","our",11
"that","people",11
"that","sounds",11
"that","time",11
"that","your",11
"the","ability",11
"the","baby",11
"the","ball",11
"the","books",11
"the","earth",11
"the","following",11
"the","fun",11
"the","guy",11
"the","holy",11
"the","living",11
"the","men",11
"the","mention",11
"the","pain",11
"the","police",11
"the","series",11
"the","shit",11
"the","size",11
"the","subject",11
"the","train",11
"the","wall",11
"the","west",11
"them","on",11
"they","could",11
"theyre","not",11
"things","and",11
"thinking","of",11
"this","girl",11
"this","place",11
"this","post",11
"this","will",11
"through","my",11
"thx","for",11
"time","you",11
"to","cut",11
"to","die",11
"to","its",11
"to","lose",11
"to","myself",11
"to","remember",11
"to","tweet",11
"to","walk",11
"today","at",11
"told","him",11
"trip","to",11
"tune","in",11
"understand","the",11
"us","all",11
"use","of",11
"using","the",11
"very","very",11
"waking","up",11
"was","and",11
"was","given",11
"we","decided",11
"we","must",11
"well","the",11
"went","on",11
"were","so",11
"weve","got",11
"what","kind",11
"what","makes",11
"who","will",11
"why","we",11
"will","give",11
"with","what",11
"within","a",11
"work","at",11
"world","i",11
"would","say",11
"year","the",11
"you","doing",11
"you","live",11
"you","mean",11
"you","or",11
"you","who",11
"your","face",11
"youve","been",11
"a","career",10
"a","decade",10
"a","difference",10
"a","dozen",10
"a","kid",10
"a","lovely",10
"a","plan",10
"a","relationship",10
"a","simple",10
"a","sunday",10
"a","trip",10
"a","yearold",10
"about","her",10
"add","to",10
"afraid","to",10
"again","i",10
"ahead","and",10
"allowed","to",10
"an","idea",10
"and","family",10
"and","friends",10
"and","gave",10
"and","got",10
"and","made",10
"and","s",10
"and","saw",10
"and","say",10
"another","day",10
"anything","to",10
"are","good",10
"are","really",10
"as","his",10
"at","some",10
"at","times",10
"away","and",10
"away","with",10
"back","i",10
"be","happy",10
"be","here",10
"be","made",10
"be","no",10
"because","she",10
"before","it",10
"being","the",10
"black","and",10
"blog","and",10
"book","in",10
"but","at",10
"but","even",10
"buy","a",10
"by","and",10
"can","give",10
"can","go",10
"cant","help",10
"care","about",10
